|activity_type|actor|actor_device_id|actor_displayname|actor_id|actor_objecttype|actor_system|actor_team|actor_url|added_date|change value1|criticality|derivedfrom|description|descriptor-tags|endtime|excerpt|excerpttagsurl|id|idverb|location|object_actor|object_address|object_content|object_datafields|object_descriptor-tags|object_descriptor_tags|object_displayname|object_endtime|object_id|object_object|object_objecttype|object_position|object_provider|object_published|object_starttime|object_title|object_url|object_verb|provenance_actor|provenance_relationship|provider_displayname|published|reason|reasonobject_object|starttime|status|subverb|system|system_id|tags|tagsurl|target_displayname|target_id|target_objecttype|target_url|time|timestamp|title|titleexcerpttagsurl|titleexcerpttagsurladded_date|url|value|value1|value1_type|value2|value2_type|value3|value3_type|value4|value4_type|value5|value5_type|value_type|verb
70|pocket|||||||||March 09, 2015 at 06:41AM|||||||NEW DELHI -- The house once occupied by India?s most notorious rapists is now sealed with a heavy padlock, at the end of a cul-de-sac smelling of musty abandonment.|||||||||||||||||||||||||||||||||||http://ift.tt/1FxdF4L||||||Mon 9 Mar 2015 13:59:53 GMT +0|In Indian Rapists? Neighborhood, Smoldering Anger and Code of Silence||||||||||||||||
71|pocket|||||||||March 09, 2015 at 06:41AM|||||||A group of 47 Republican senators has written an open letter to Iran's leaders warning them that any nuclear deal they sign with President Barack Obama's administration won?t last after Obama leaves office.|||||||||||||||||||||||||||||||||||http://ift.tt/1Bn79wI||||||Mon 9 Mar 2015 13:59:54 GMT +0|Republicans Warn Iran -- and Obama -- That Deal Won't Last||||||||||||||||
72|pocket|||||||||March 09, 2015 at 06:42AM|||||||He's been a U.S. senator for 12 years, and was a Congressman for eight more before that, but South Carolina Republican Lindsey Graham says he has never sent an email. Graham's surprising answer: quot;I don't email. No, you can have every email I've ever sent. I've never sent one.= quot;tagsurl=http://ift.tt/1A4ZVty|||||||||||||||||||||||||||||||||||||||||Mon 9 Mar 2015 13:59:55 GMT +0|Lindsey Graham: I've Never Sent an Email||||||||||||||||
73|pocket|||||||||March 09, 2015 at 06:42AM|||||||A D.C. Superior Court judge ordered the District government Friday to pay a record $9.2 million in damages to Kirk L. Odom, 52, who was wrongfully imprisoned for more than 22 years in the rape and robbery of a woman in her Capitol Hill apartment in 1981. The amount, set by Judge Neal E.|||||||||||||||||||||||||||||||||||http://ift.tt/1MeOKoA||||||Mon 9 Mar 2015 13:59:56 GMT +0|D.C. to pay $9.2 million in wrongful conviction||||||||||||||||
74|pocket|||||||||March 09, 2015 at 07:50AM|||||||"""Dschinghis Khan - Moskau 1979Moskau - fremd und geheimnisvoll, Tu""rme aus rotem Gold, kalt wie das Eis.Moskau - doch wer dich wirklich kennt, der weiss, ein Feuer brennt in dir so heiss.Kosaken hey, hey, hey leert die Gla""ser! Natascha ha,ha, ha, du bist scho""n! Towarisch hey, hey, hey, auf das Lebe"""|||||||||||||||||||||||||||||||||||http://ift.tt/1coGiEy||||||Mon 9 Mar 2015 15:06:18 GMT +0|Dschinghis Khan - Moskau 1979||||||||||||||||
75|pocket|||||||||March 09, 2015 at 03:57PM|||||||In the latest example of truly idiotic behavior in the virtual world translating to consequences in the real world, former Major League Baseball pitcher Curt Schilling has taken two trolls to task for obscene and violent tweets about his teenage daughter.|||||||||||||||||||||||||||||||||||http://ift.tt/185JfeM||||||Mon 9 Mar 2015 23:06:30 GMT +0|Here's What Happens When Trolling Backfires||||||||||||||||
76|pocket|||||||||March 09, 2015 at 03:57PM|||||||According to original Star Trek cast member Walter Koenig, Leonard Nimoy once fought to get Nichelle Nichols pay equity. TrekMovie checked with Mr. Nimoy and he gave us the exclusive details. More info below.|||||||||||||||||||||||||||||||||||http://ift.tt/1pKQiv7||||||Mon 9 Mar 2015 23:06:31 GMT +0|Koenig: Leonard Nimoy Fought To Get Nichelle Nichols Pay Equity For ?Star Trek?   Nimoy Confirms||||||||||||||||
77|pocket|||||||||March 09, 2015 at 07:11PM|||||||Politics Damage Control: Team Hillary Considers A Press Conference As Controversy Grows Derek Hunter Contributor|||||||||||||||||||||||||||||||||||http://ift.tt/1Ab4D8Z||||||Tue 10 Mar 2015 02:16:48 GMT +0|Hillary May Hold Press Conference To Address Emails||||||||||||||||
78|pocket|||||||||March 09, 2015 at 07:58PM|||||||"N.Y. / Region |:200b:200bNYT Now Let?s start out easy. Can you find Terminal B at LaGuardia Airport? How about 1 World Trade Center? It?s a short walk to The New York Stock Exchange. Let?s go farther out. Coney Island? The Unisphere? It?s in Flushing Meadows-Corona Park."|||||||||||||||||||||||||||||||||||http://ift.tt/1KIrh3X||||||Tue 10 Mar 2015 03:04:09 GMT +0|Who Needs a GPS? A New York Geography Quiz||||||||||||||||
79|pocket|||||||||March 09, 2015 at 10:37PM|||||||MADISON, Wis. (AP) -- Authorities in Wisconsin say a likely cyberattack has affected the city of Madison's website and email system, as well as computers used by law enforcement countywide.|||||||||||||||||||||||||||||||||||http://ift.tt/1x9NgFx||||||Tue 10 Mar 2015 05:43:16 GMT +0|Authorities: Likely cyberattack hits Madison websites, email||||||||||||||||
80|pocket|||||||||March 09, 2015 at 10:37PM|||||||After the killing of Russian opposition leader Boris Nemtsov, the Kremlin and its media allies have road-tested a number of possible theories for who pulled the trigger.|||||||||||||||||||||||||||||||||||http://ift.tt/1x9Nj3T||||||Tue 10 Mar 2015 05:43:17 GMT +0|Russian Government Blaming Islamists for Boris Nemtsov?s Murder||||||||||||||||
81|pocket|||||||||March 09, 2015 at 10:44PM|||||||WASHINGTON -- The fractious debate over a possible nuclear deal with Iran escalated on Monday as 47 Republican senators warned Iran about making an agreement with President Obama, and the White House accused them of undercutting foreign policy.|||||||||||||||||||||||||||||||||||http://ift.tt/1GyFFIW||||||Tue 10 Mar 2015 05:59:12 GMT +0|G.O.P. Senators Write to Iran About Nuclear Deal||||||||||||||||
82|pocket|||||||||March 09, 2015 at 11:04PM|||||||When Showtime invited Dan Cassaro to join a design quot;contest= quot; he felt amounted to milking professionals for free work, he let the network--and the world--know how he felt about it.tagsurl=http://ift.tt/1w5k4ne|||||||||||||||||||||||||||||||||||||||||Tue 10 Mar 2015 06:15:42 GMT +0|Meet the Hero Designer Who Publicly Shamed Showtime for Asking Him to Work for Free How Dan Cassaro's tweet became a rallying cry By David Griner||||||||||||||||
83|pocket|||||||||March 10, 2015 at 07:40AM|||||||The U.S. Department of Justice has filed criminal charges against Duke Energy for violating the federal Clean Water Act at coal ash sites across North Carolina. The company announced today it has reached a proposed plea agreement with federal prosecutors to resolve the charges.|||||||||||||||||||||||||||||||||||http://ift.tt/1w9DxnH||||||Tue 10 Mar 2015 14:50:56 GMT +0|Criminal charges filed against against Duke Energy||||||||||||||||
84|pocket|||||||||March 10, 2015 at 07:59AM|||||||The CIA has spent almost a decade attempting to breach the security of Apple's iPhone, iPad and Mac computers to allow them secretly plant malware on the devices.|||||||||||||||||||||||||||||||||||http://ift.tt/1FEqomi||||||Tue 10 Mar 2015 15:08:19 GMT +0|CIA hacked iPhone, iPad and Mac security - Snowden documents reveal extent of privacy invasion||||||||||||||||
85|pocket|||||||||March 10, 2015 at 07:59AM|||||||Today, the Wikimedia Foundation is filing suit against the National Security Agency (NSA) and the Department of Justice (DOJ) of the United States [1].|||||||||||||||||||||||||||||||||||http://ift.tt/1MnDeYe||||||Tue 10 Mar 2015 15:08:26 GMT +0|Wikimedia v. NSA: Wikimedia Foundation files suit against NSA to challenge upstream mass surveillance||||||||||||||||
86|pocket|||||||||March 10, 2015 at 08:00AM|||||||Female medical students answered medical questions correctly more often than their male counterparts, but expressed less certainty about their answers, researchers reported.|||||||||||||||||||||||||||||||||||http://ift.tt/1KeXfo8||||||Tue 10 Mar 2015 15:08:27 GMT +0|Male Med Students: More Resolute, More Fallible||||||||||||||||
87|pocket|||||||||March 10, 2015 at 03:42PM|||||||Akamai has seen multiple media reports where a group will claim to have hacked hundreds or thousands of sites in a single night. The intent is to instill a sense of widespread unease to the casual observer. When we look a little closer, we see that there may be more to it.|||||||||||||||||||||||||||||||||||http://ift.tt/1E2FPCj||||||Tue 10 Mar 2015 22:50:06 GMT +0|CSIRT Advisory: Mass Website Defacements||||||||||||||||
88|pocket|||||||||March 10, 2015 at 03:43PM|||||||What struck John Learned about the blinking of KIC 5520878, a bluish-white star 16,000 light-years away, was how artificial it seemed.|||||||||||||||||||||||||||||||||||http://ift.tt/1AdPd3T||||||Tue 10 Mar 2015 22:50:07 GMT +0|Variable Stars Have Strange Nonchaotic Attractors||||||||||||||||
89|pocket|||||||||March 10, 2015 at 03:50PM||||||||||||||||||||||||||||||||||||||||||http://ift.tt/1Mqw3Ap||||||Tue 10 Mar 2015 23:05:19 GMT +0|The new MacBook isn?t for you, it?s for the future excerpt=The new MacBook probably isn?t for you. Photo: Apple The new MacBook is one of the most impressive pieces of technology Apple has unleashed in five years. It boasts a Retina display, USB-C, butterfly-hinged keyboard, Force Touch trackpad and terraced batteries.||||||||||||||||
90|pocket|||||||||March 10, 2015 at 03:51PM|||||||Ow, my arm! NASA's Curiosity rover has been out of action on Mars since 27 February after a short circuit triggered safety alerts on board. Mission controllers ordered the rover to down tools until they diagnosed the problem.|||||||||||||||||||||||||||||||||||http://ift.tt/1B2aiOI||||||Tue 10 Mar 2015 23:05:20 GMT +0|Curiosity's arm short circuit leaves Mars rover stranded||||||||||||||||
91|pocket|||||||||March 10, 2015 at 03:52PM|||||||It's no wonder The Princess Bride is such a beloved film: It's action-packed but still light-hearted, sweet but not saccharine, silly but still smart--and, of course, endlessly quotable.|||||||||||||||||||||||||||||||||||http://ift.tt/1HuMdpN||||||Tue 10 Mar 2015 23:05:22 GMT +0|15 Things You Might Not Know About 'The Princess Bride'||||||||||||||||
92|pocket|||||||||March 10, 2015 at 04:00PM|||||||Activist have applied a superhydrophobic coating to areas of St. Pauli in Hamburg, Germany to create splashback on those who urinate in public. Graphic: St Pauli?s Community of Interest/YouTube The people of St. Pauli in Hamburg, Germany are pissed off about being pissed on.|||||||||||||||||||||||||||||||||||http://ift.tt/1KQIXdH||||||Tue 10 Mar 2015 23:05:23 GMT +0|German neighborhood warns public urinators ?it?s peeback time?||||||||||||||||
93|pocket|||||||||March 10, 2015 at 04:01PM|||||||As Moore?s Law has packed more and more transistors onto a single memory chip, scientists have fretted for years that electric charges that ?leak? out from those tiny components might cause unpredictable errors in neighboring semiconductors.|||||||||||||||||||||||||||||||||||http://ift.tt/198Cyd7||||||Tue 10 Mar 2015 23:05:25 GMT +0|Googlers' Epic Hack Exploits How Memory Leaks Electricity||||||||||||||||
94|pocket|||||||||March 10, 2015 at 04:16PM|||||||On a Saturday night last month, 12 students at Wesleyan University in Connecticut were poisoned by ?Molly,? a hallucinogenic drug they had taken to enhance a campus party. Ambulances and helicopters transported the stricken to nearby hospitals, some in critical condition.|||||||||||||||||||||||||||||||||||http://ift.tt/198k7Fj||||||Tue 10 Mar 2015 23:21:17 GMT +0|How Molly Works in the Brain||||||||||||||||
95|pocket|||||||||March 10, 2015 at 11:21PM||||||||||||||||||||||||||||||||||||||||||||||||Wed 11 Mar 2015 06:30:43 GMT +0||http://ift.tt/1AZZb92|||||||||||||||
96|pocket|||||||||March 10, 2015 at 11:49PM|||||||As part of its annual US graduate school rankings, US News has released data that tracks enrollment and tuition growth for the schools it ranks. Despite substantially higher costs across the board, most disciplines have seen rising (rapidly, in the case of engineering) or steady enrollment.|||||||||||||||||||||||||||||||||||http://ift.tt/1992EN2||||||Wed 11 Mar 2015 07:02:10 GMT +0|US students are fleeing law schools and pouring into engineering - Quartz||||||||||||||||
97|pocket|||||||||March 10, 2015 at 11:51PM|||||||Regulators won a big victory at the Supreme Court on Monday as the justices endorsed expansive powers for changing the interpretation of federal rules.|||||||||||||||||||||||||||||||||||http://ift.tt/1AWtc9Q||||||Wed 11 Mar 2015 07:02:12 GMT +0|Big win for regulators at Supreme Court||||||||||||||||
98|pocket|||||||||March 10, 2015 at 11:55PM|||||||That sure escalated quickly. Backlash continued to mount Tuesday after 47 GOP senators sent to a letter to Iran?s leaders on Monday warning any nuclear deal wouldn?t be valid without congressional approval.|||||||||||||||||||||||||||||||||||http://ift.tt/1wqMRmT||||||Wed 11 Mar 2015 07:02:15 GMT +0|Petition seeking treason charges for Iran letter hits 100,000 signatures||||||||||||||||
99|pocket|||||||||March 10, 2015 at 11:59PM|||||||The U.S. Supreme Court appeared to be siding with the Equal Employment Opportunity Commission (EEOC) during the Wednesday?s oral arguments in a workplace discrimination case that could help define religious freedoms in the workplace. The case, EEOC v.|||||||||||||||||||||||||||||||||||http://ift.tt/1DV7f1U||||||Wed 11 Mar 2015 07:02:16 GMT +0|SCOTUS hears arguments in workplace discrimination case||||||||||||||||
100|pocket|||||||||March 11, 2015 at 12:19AM|||||||THE WAIT was worth it. Bill Watterson, that master of timing, waited decades to give a truly in-depth interview. As he did with his beloved strip, the ?Calvin and Hobbes? creator knows when and how to aim for, and deliver, the exceptional.|||||||||||||||||||||||||||||||||||http://ift.tt/1HzQ84s||||||Wed 11 Mar 2015 07:34:04 GMT +0|Bill Watterson talks: This is why you must read the new ?Exploring Calvin and Hobbes? book||||||||||||||||
101|pocket|||||||||March 11, 2015 at 12:22AM|||||||YESTERDAY, Comic Riffs reviewed ?Exploring Calvin and Hobbes,? the ravishing new retrospective of an exhibition catalog that includes the definitive interview with the beloved comic strip?s creator, Bill Watterson.|||||||||||||||||||||||||||||||||||http://ift.tt/1HzQat6||||||Wed 11 Mar 2015 07:34:05 GMT +0|Read: Here?s an excerpt from Bill Watterson?s rare new ?Calvin and Hobbes? interview||||||||||||||||
102|pocket|||||||||March 11, 2015 at 12:22AM|||||||The Apple logo is everywhere -- incidentally, I am currently typing this on an ancient Macbook and I have my iPhone in my pocket.|||||||||||||||||||||||||||||||||||http://ift.tt/1wsFqM7||||||Wed 11 Mar 2015 07:34:06 GMT +0|People Are Really Bad at Drawing the Apple Logo From Memory||||||||||||||||
103|pocket|||||||||March 11, 2015 at 12:28AM|||||||If you?ve been scouring the coverage of Apple?s new MacBook, you?ll probably already know this. But I did an informal poll and a lot of folks did not, so I thought I?d mention it. The new trackpad does not move, at all.|||||||||||||||||||||||||||||||||||http://ift.tt/1B3iChs||||||Wed 11 Mar 2015 07:34:07 GMT +0|Apple?s New MacBook?s Trackpad Does Not Move||||||||||||||||
104|pocket|||||||||March 11, 2015 at 12:29AM|||||||This week HBO finally announced the arrival of HBO Now, a streaming over-the-top access pass to HBO content for $14.99 a month. It will debut exclusively on the Apple TV for a three-month period (the first of which will be free to new users) and then expand to other platforms.|||||||||||||||||||||||||||||||||||http://ift.tt/1ET9WAf||||||Wed 11 Mar 2015 07:34:09 GMT +0|One Small Step For Unbundling, One Big Leap For HBO||||||||||||||||
105|pocket|||||||||March 11, 2015 at 01:18AM|||||||It is a useful thing when a political party reveals itself as utterly unsuited for national leadership. This may be the one redeeming feature of Monday?s letter to the Iranian government signed by 47 (or, to put it another way, all but seven) Senate Republicans.|||||||||||||||||||||||||||||||||||http://ift.tt/1AeAdmo||||||Wed 11 Mar 2015 08:21:11 GMT +0|Amateur Hour||||||||||||||||
